Conditions,start_year,Conditions_total,start_year_total
Breast Cancer|Breast Cancer Female|Cancer of Breast,2017,1,332
Breast Cancer|Cancer Survivor|Fatigue|Pain,2006,1,194
Breast Cancer|Chronic Pain,2013,1,284
Breast Cancer|Chronic Pain,2015,1,318
"Breast Cancer|Chronic Pain|Acute Pain|Depression, Anxiety",2018,1,279
"Breast Cancer|Cognitive Ability, General|Fatigue|Pain|Psychosocial Deprivation|Radiation Toxicity|Skin Abnormalities",2011,1,283
Breast Cancer|Cognitive/Functional Effects|Colorectal Cancer|Lung Cancer|Pain|Prostate Cancer|Psychosocial Effects of Cancer and Its Treatment,2006,1,194
Breast Cancer|Colorectal Cancer|Fatigue|Lung Cancer|Pain|Prostate Cancer,2005,1,136
Breast Cancer|Colorectal Cancer|Lung Cancer|Prostate Cancer,2006,1,194
Breast Cancer|Colorectal Cancer|Pain,2006,1,194
Breast Cancer|Colorectal Cancer|Prostate Cancer|Head and Neck Cancer|Lung Cancer,2007,1,200
Breast Cancer|Depression|Fatigue|Pain,2007,1,200
Breast Cancer|Fatigue|Insomnia|Pain,2015,1,318
Breast Cancer|Joint Pain,2008,1,226
Breast Cancer|Lung Cancer|Esophageal Cancer|Colon Cancer|Pancreatic Cancer|Liver Cancer|Renal Cancer|Bladder Cancer|Prostate Cancer|Ovarian Cancer|Cervical Cancer|Uterine Cancer,2015,1,318
Breast Cancer|Lung Cancer|Metastatic Cancer|Pain|Prostate Cancer,2006,1,194
Breast Cancer|Lymphoma|Pain,2016,1,316
Breast Cancer|Musculoskeletal Complications|Pain,2013,1,284
Breast Cancer|Ovarian Neoplasm|Pain,2013,1,284
Breast Cancer|Pain,2012,1,300
"Breast Cancer|Pain, Postoperative|BRCA1 Mutation|BRCA2 Mutation|Breast Diseases|Neoplasms",2012,1,300
Breast Cancer|Pain|Arthralgia,2009,1,251
Breast Cancer|Pain|Lymphedema,2015,1,318
Breast Cancer|Pain|Perioperative/Postoperative Complications,2008,1,226
Breast Cancer|Peripheral Neuropathies,2018,1,279
Breast Cancer|Postoperative Pain,2015,1,318
Breast Cancer|Recurrent Breast Cancer|Stage I Breast Cancer|Stage II Breast Cancer|Stage IIIA Breast Cancer|Stage IIIB Breast Cancer|Stage IIIC Breast Cancer,2009,1,251
Breast Cancer|Stage I Breast Cancer|Stage II Breast Cancer|Stage IIIA Breast Cancer|Stage IIIB Breast Cancer|Stage IIIC Breast Cancer,2010,1,234
Breast Carcinoma,2011,1,283
Breast Carcinoma,2015,1,318
Breast Carcinoma|Cancer Survivor|Depression|Fatigue|Leukemia|Lymphoma|Malignant Bone Neoplasm|Malignant Digestive System Neoplasm|Malignant Female Reproductive System Neoplasm|Malignant Male Reproductive System Neoplasm|Pain|Sleep Disorder|Soft Tissue Sarcoma,2015,1,318
Breast Carcinoma|Pain|Radiation-Induced Dermatitis|Stage 0 Breast Cancer,2015,1,318
Breast Diseases|Mastodynia|Anxiety,2018,1,279
Breast Neoplasm,2016,1,316
Breast Neoplasm Female|Arthralgia,2018,1,279
Breast Neoplasms|Musculoskeletal Pain,2016,1,316
Breast Pain,2006,1,194
Breast Pain|Non-cyclical Mastalgia|Surgical Scar-Related Breast Pain,2005,1,136
"Breast|Mastectomy, Segmental",2009,1,251
Breastfeeding|Breast Pain,2017,1,332
Bunion,2010,1,234
Bunion|Hallux Rigidus,2015,1,318
Bunion|Pain,2011,1,283
Bunionectomy|Orthopedic Surgery,2005,1,136
Bunionectomy|Pain|Postoperative Pain|Acute Pain,2007,1,200
"Bupivacaine|Pain, Postoperative",2017,1,332
Buprenorphine|Pain,2017,1,332
Burn,2007,1,200
Burn,2012,1,300
Burn Injury|Chronic Pain|Pruritus|Itching,2013,1,284
Burn Pain,2013,1,284
Burn Related Pain,2015,1,318
Burning Mouth Syndrome,2006,1,194
"Burning Pain|Impaired Balance|Malignant Ovarian Neoplasm|Numbness|Peripheral Neuropathy|Pain, Acute|Tingling",2017,1,332
Burns,2007,3,200
Burns,2009,2,251
Burns,2013,1,284
Burns,2017,1,332
Burns,2018,1,279
Burns|Pain,2007,1,200
Burns|Pain,2009,1,251
Burns|Wound Care|Pain,2010,1,234
Bursitis,2009,1,251
Bursitis|Tendonitis|Shoulder Pain,2011,1,283
C-Section|Pain Management,2017,1,332
Caesarean Delivery,2014,1,328
Calciphylaxis,2017,1,332
Calciphylaxis|Calcific Uremic Arteriolopathy,2015,1,318
Cancer,2005,1,136
Cancer,2006,2,194
Cancer,2007,1,200
Cancer,2009,1,251
Cancer,2013,1,284
Cancer,2014,4,328
Cancer,2015,1,318
Cancer,2017,1,332
Cancer,2018,1,279
Cancer Pain,2006,2,194
Cancer Pain,2008,1,226
Cancer Survivors,2014,1,328
Cancer-associated Pain,2014,1,328
Cancer-related Problem/Condition|Neurotoxicity|Pain|Peripheral Neuropathy,2010,1,234
"Cancer, Breast|Cancer, Colorectal|Cancer, Lung|Cancer, Ovarian",2018,1,279
Cancer|Anxiety|Pain|Surgery,2009,1,251
Cancer|Constipation|Pain,2016,1,316
Cancer|Depression|Fatigue|Pain,2016,1,316
Cancer|Metastasis|Pain,2006,1,194
Cancer|Pain,2006,2,194
Cancer|Pain,2007,2,200
Cancer|Pain,2009,2,251
Cancer|Pain,2017,2,332
Cancer|Spinal Disease|Vertebral Compression Fractures,2008,1,226
Cancer|Spinal Fractures,2005,1,136
Cancers|Chronic Pain,2011,1,283
Cannabis|HIV Neuropathy|Pain Syndrome,2018,1,279
Cannabis|Low Back Pain|Neuropathic Pain,2016,1,316
Carcinoma of Unknown Primary|Pain,2006,1,194
Cardiac Disease,2013,1,284
"Cardiac Failure|Heart Failure|Congestive Heart Failure|Heart Failure, Congestive|Sleep Initiation and Maintenance Disorders|Chronic Insomnia|Disorders of Initiating and Maintaining Sleep|Fatigue|Pain|Depressive Symptoms|Sleep Disorders|Anxiety",2015,1,318
Cardiac Ischemia|Chest Pain|Shortness of Breath,2014,1,328
Cardiac Surgery,2005,1,136
Cardiomyopathy|Chest Pain|Dyspnea,2011,1,283
Cardiovascular Disease|Stable Angina|Myocardial Infarction|Coronary Artery Disease,2014,1,328
Cardiovascular Diseases,2011,1,283
"Cardiovascular Diseases|Depression|Heart Diseases|Myocardial Infarction|Angina, Unstable",2005,1,136
Caregivers,2017,1,332
Carotid Artery Stenosis,2006,1,194
Carpal Tunnel,2016,1,316
Carpal Tunnel Syndrome,2005,1,136
Carpal Tunnel Syndrome,2007,1,200
Carpal Tunnel Syndrome,2009,2,251
Carpal Tunnel Syndrome,2012,2,300
"Carpal Tunnel Syndrome, Susceptibility to",2018,1,279
Carpal Tunnel Syndrome|Pain,2014,1,328
Castrate-Resistant Prostate Cancer|Hormone Refractory Prostate Cancer,2010,1,234
Cataract,2010,2,234
Cataract,2011,1,283
Cataract,2012,1,300
Cataract,2018,1,279
Cataract Extraction,2007,1,200
Cataract Extraction|Pain|Inflammation,2007,1,200
"Cataract|Anterior Chamber Inflammation|Pain, Postoperative",2017,1,332
Cataract|Inflammation|Surgery,2012,2,300
Cataract|Pain|Ocular Inflammation,2016,1,316
Catheter-related Bladder Discomfort,2008,1,226
Caudal Anesthesia,2010,1,234
Central Nervous System Sensitization,2016,1,316
Central Neuropathic Pain|Multiple Sclerosis,2011,1,283
Central Post Stroke Pain,2014,1,328
Central Sensitization|Low Back Pain|Pain Catastrophizing,2012,1,300
Cerebellar Neoplasm,2014,1,328
Cerebral Palsy,2005,1,136
Cervical Cancer,2013,1,284
Cervical Cancer|Endometrial Cancer|Fallopian Tube Cancer|Ovarian Cancer|Pain|Perioperative/Postoperative Complications|Sarcoma,2005,1,136
Cervical Dilation|Labor Pain|Labor Fast|Labor; Irregular,2017,1,332
Cervical Dystonia,2014,1,328
"Cervical Dystonia Adults ,|Abnormal Head Position and Neck Pain for These 7 Muscle Groups: Splenius,Scalene,Sterno-cleido-mastoid,Levator Scapulae,Semispinalis,Trapezius,and Longissimus.",2016,1,316
Cervical Pain,2010,1,234
Cervical Pain,2014,1,328
Cervical Pain|Pelvic Pain,2010,1,234
Cervical Pain|Pelvic Pain,2011,1,283
Cervical Radiculitis|Pain,2017,1,332
Cervical Radiculopathy,2010,1,234
Cervical Radiculopathy,2011,1,283
Cervical Radiculopathy,2018,2,279
Cervical Radiculopathy|Degenerative Disc Disease,2014,1,328
"Cervical Spine Degenerative Disc Disease|Fusion of Spine, Cervical Region",2013,1,284
Cervical Spondylosis|Lumbar Spondylosis,2015,1,318
Cervicalgia,2013,1,284
Cervicalgia,2014,1,328
Cervicalgia|Low Back Pain,2016,1,316
Cervicogenic Headache,2012,2,300
Cervicogenic Headache|Neck Pain|Whiplash|Kyphotic and Reversed Cervical Curves,2007,1,200
Cervicogenic Headaches,2009,1,251
Cervicogenic Headaches,2015,1,318
Cesarean,2009,1,251
Cesarean Delivery|Pain Management,2018,1,279
Cesarean Section,2010,1,234
Cesarean Section,2018,1,279
Cesarean Section Post Operative Management,2013,1,284
Cesarean Section|Cicatrix|Tissue Adhesions,2016,1,316
"Cesarean Section|Pain, Postoperative",2014,1,328
Cesarean Section|Wound Complications|Patient Satisfaction|Pain Measurement,2010,1,234
Chalazion,2013,1,284
Changes in Brain Network Connectivity,2008,1,226
Chemotherapeutic Agent Toxicity|Neuropathy|Neurotoxicity Syndrome|Pain|Stage IIIA Fallopian Tube Cancer|Stage IIIA Ovarian Cancer|Stage IIIA Primary Peritoneal Cancer|Stage IIIB Fallopian Tube Cancer|Stage IIIB Ovarian Cancer|Stage IIIB Primary Peritoneal Cancer|Stage IIIC Fallopian Tube Cancer|Stage IIIC Ovarian Cancer|Stage IIIC Primary Peritoneal Cancer|Stage IV Fallopian Tube Cancer|Stage IV Ovarian Cancer|Stage IV Primary Peritoneal Cancer,2009,1,251
"Chemotherapeutic Agent Toxicity|Neurotoxicity|Pain|Unspecified Adult Solid Tumor, Protocol Specific",2009,1,251
Chemotherapeutic Agent Toxicity|Pain|Peripheral Neuropathy|Recurrent Breast Cancer|Stage IA Breast Cancer|Stage IB Breast Cancer|Stage II Breast Cancer|Stage IIIA Breast Cancer|Stage IIIB Breast Cancer|Stage IIIC Breast Cancer|Stage IV Breast Cancer|Therapy-related Toxicity,2010,1,234
Chemotherapy-induced Neuropathy,2012,1,300
Chemotherapy-induced Neutropenia,2017,1,332
Chemotherapy-induced Neutropenia|Chemotherapy-induced Nausea and Vomiting|Anxiety|Depression|Fatigue|Neoplasms,2017,1,332
Chest Pain,2005,1,136
Chest Pain,2006,1,194
Chest Pain,2007,3,200
Chest Pain,2008,1,226
Chest Pain,2009,1,251
Chest Pain,2010,2,234
Chest Pain,2011,2,283
Chest Pain,2013,2,284
Chest Pain,2014,1,328
Chest Pain,2015,2,318
Chest Pain,2017,1,332
Chest Pain,2018,3,279
Chest Pain Syndrome,2008,1,226
Chest Pain|Acute Coronary Syndrome,2013,2,284
Chest Pain|Acute Coronary Syndrome|Acute Myocardial Infarction,2010,1,234
Chest Pain|Acute Coronary Syndrome|Acute Myocardial Infarction|Coronary Artery Disease,2009,1,251
Chest Pain|Acute Coronary Syndrome|Angina|Myocardial Infarction,2015,1,318
Chest Pain|Acute Coronary Syndrome|Chest Pain Atypical Syndrome|Chest Pain Rule Out Myocardial Infarction,2013,1,284
Chest Pain|Acute Coronary Syndrome|Pulmonary Embolism|Aortic Dissection,2006,1,194
Chest Pain|Acute Myocardial Infarction,2008,1,226
Chest Pain|Angina Pectoris|Myocardial Infarction,2005,1,136
Chest Pain|Angina|Angina Pectoris|Coronary Artery Disease,2011,1,283
Chest Pain|Anxiety|Mindfulness,2018,1,279
Chest Pain|Cardiovascular Diseases|Angina Pectoris|Coronary Artery Disease|CAD|CVD|CHD|Coronary Heart Disease,2012,1,300
Chest Pain|Coronary Artery Disease,2008,1,226
Chest Pain|Coronary Artery Disease|Angina,2012,1,300
Chest Pain|Coronary Artery Disease|Cardiovascular Diseases|Coronary Heart Disease|Angina Pectoris|CAD|CVD|CHD,2012,1,300
Chest Pain|Coronary Occlusion|Coronary Artery Disease,2007,1,200
Chest Pain|Dyspnea,2016,1,316
Chest Pain|Dyspnea|Syncope|Hypotension,2016,1,316
Chest Pain|Ischemia,2007,1,200
Chest Pain|Shortness of Breath|Suspected Acute Coronary Syndrome,2011,1,283
"Chest Pain|Stable Angina Pectoris, CCS Class I to III|Angina Equivalent|Coronary Artery Disease",2011,1,283
Chest Pain|Symptomatic Ischemic Equivalent,2012,1,300
Childhood Depression|Childhood Anxiety|Pediatric Pain|Migraines|ADHD|Pediatric Stomach Pain|Musculoskeletal Pain,2012,1,300
Children|Lacerations|Procedures|Child|Pain,2009,1,251
Children|Postoperative Pain|Tonsillar Hypertrophy|Obstructive Sleep Apnea|Chronic Tonsillitis,2011,1,283
"Cholecystitis, Acute|Cholecystitis, Chronic",2006,1,194
Cholelithiasis|Pain,2009,1,251
Chondromalacia Patella|Patellofemoral Pain Syndrome,2010,1,234
Chorionic Villi Sampling,2016,1,316
Chronic Abdominal Pain|Small Intestinal Bacterial Overgrowth,2007,1,200
Chronic Anal Fissures,2012,1,300
Chronic Angina,2007,1,200
Chronic Cluster Headache,2014,1,328
Chronic Cluster Headache,2015,1,318
Chronic Cluster Headache,2016,1,316
Chronic Daily Headache,2005,1,136
Chronic Daily Headache,2008,1,226
Chronic Daily Headache,2009,3,251
Chronic Daily Headache|Chronic Migraine,2014,1,328
Chronic Disease|Pain,2010,1,234
Chronic Fatigue Syndrome,2007,1,200
Chronic Fatigue Syndrome,2012,1,300
Chronic Fatigue Syndrome (CFS)|Myalgic Encephalomyelitis (ME),2013,1,284
Chronic Fatigue Syndrome|Chronic Fatigue|Fibromyalgia,2009,1,251
Chronic Fatigue Syndrome|Fibromyalgia,2017,1,332
Chronic Fatigue Syndrome|Fibromyalgia|Gulf War Illness|Multiple Chemical Sensitivity|Interstitial Cystitis|Irritable Bowel Syndrome,2007,1,200
Chronic Fatigue Syndrome|Myalgic Encephalomyelitis|Systemic Exertion Intolerance Disease (SEID)|Postural Tachycardia Syndrome (POTS)|Neurally Mediated Syncope (NMS),2016,1,316
Chronic Headache|Migraine Headache|Headache,2015,1,318
Chronic Headaches,2011,1,283
Chronic Hip Joint Pain|Prearthritic Hip Disease,2017,1,332
Chronic Hip Pain,2018,1,279
Chronic Illness|Chronic Pain|Depression|Comorbid Depression,2014,1,328
Chronic Illness|Opioid Use|Palliative Care,2018,1,279
Chronic Inflammation|Chronic Pain|Fatigue|Cognitive Impairment,2015,1,318
Chronic Insomnia,2015,1,318
Chronic Interstitial Cystitis|Painful Bladder Syndrome|Recurrent Urinary Tract Infection,2017,1,332
Chronic Intractable Pain,2006,1,194
"Chronic Knee Pain|Osteoarthritis, Knee",2012,1,300
"Chronic Knee Pain|Osteoarthritis, Knee",2016,1,316
Chronic Low Back and Leg Pain,2008,2,226
Chronic Low Back Pain,2005,2,136
Chronic Low Back Pain,2006,3,194
Chronic Low Back Pain,2007,4,200
Chronic Low Back Pain,2008,6,226
Chronic Low Back Pain,2009,3,251
Chronic Low Back Pain,2010,2,234
Chronic Low Back Pain,2011,3,283
Chronic Low Back Pain,2012,2,300
Chronic Low Back Pain,2013,3,284
Chronic Low Back Pain,2014,8,328
Chronic Low Back Pain,2015,4,318
Chronic Low Back Pain,2016,2,316
Chronic Low Back Pain,2017,7,332
Chronic Low Back Pain,2018,11,279
Chronic Low Back Pain,2019,1,8
Chronic Low Back Pain (CLBP)|Intervertebral Disc Displacement,2015,1,318
"Chronic Low Back Pain (Non-specific, Uncomplicated)",2006,1,194
Chronic Low Back Pain|Back Pain,2016,1,316
Chronic Low Back Pain|Chronic Leg Pain,2018,1,279
Chronic Low Back Pain|Chronic Neck Pain,2011,1,283
Chronic Low Back Pain|Chronic Neck Pain,2018,2,279
Chronic Low Back Pain|Degenerative Disc Disease|Depression|Anxiety,2009,1,251
Chronic Low Back Pain|Diabetic Peripheral Neuropathy|Knee Osteoarthritis,2012,1,300
Chronic Low Back Pain|Fear of Pain|Fear of Injury,2018,1,279
Chronic Low Back Pain|Hip Ostearthritis|Myofascial Pain Syndrome|Fibromyalgia|Depression|Maladaptive Coping|Lumbar Spinal Stenosis|Insomnia|Sacroiliac Joint Pain|Lateral Hip and Thigh Pain|Anxiety|Dementia|Recent Leg Length Discrepancy,2016,1,316
Chronic Low Back Pain|Low Back Pain|Back Pain,2012,1,300
Chronic Low Back Pain|Lumbar Radiculopathy,2017,1,332
Chronic Low Back Pain|Neck Pain,2014,1,328
"Chronic Low Back Pain|Opioid Use, Unspecified",2015,1,318
Chronic Low Back Pain|Opioid-induced Hyperalgesia,2005,1,136
Chronic Low Back Pain|Osteoarthritis,2017,1,332
"Chronic Low Back Pain|Pain in Leg, Unspecified",2018,1,279
Chronic Low Back Pain|Sacroiliitis|Sacroiliac; Backache|Platelet Rich Plasma|Platelet|Injection Site|Ultrasound Therapy; Complications|Bupivacaine|Treatment|Lidocaine,2017,1,332
Chronic Low Back Pain|Type 2 Diabetes Mellitus,2014,1,328
Chronic Lower Back Pain,2011,1,283
Chronic Lower Back Pain,2013,1,284
Chronic Lower Back Pain,2017,1,332
Chronic Lower Back Pain|Chronic Opioid Use,2015,1,318
Chronic Lower Back Pain|Chronic Pain,2016,1,316
Chronic Lower Limb Pain,2013,1,284
Chronic Migraine,2011,1,283
"Chronic Migraine Without Aura, Intractable|Migraine With Typical Aura|Migraine Disorders",2017,1,332
"Chronic Migraine, Headache|Episodic Migraine",2018,1,279
"Chronic Migraine, Headaches",2013,1,284
Chronic Musculoskeletal Pain,2008,1,226
Chronic Musculoskeletal Pain,2009,1,251
Chronic Musculoskeletal Pain,2013,1,284
Chronic Musculoskeletal Pain,2017,1,332
Chronic Musculoskeletal Pain|Posttraumatic Stress Disorder (PTSD)|Mild Traumatic Brain Injury,2013,1,284
"Chronic Myeloproliferative Disorders|Leukemia|Lymphoma|Lymphoproliferative Disorder|Multiple Myeloma and Plasma Cell Neoplasm|Myelodysplastic Syndromes|Myelodysplastic/Myeloproliferative Neoplasms|Neurotoxicity|Pain|Unspecified Adult Solid Tumor, Protocol Specific",2008,1,226
Chronic Myeloproliferative Disorders|Leukemia|Lymphoma|Lymphoproliferative Disorder|Multiple Myeloma and Plasma Cell Neoplasm|Myelodysplastic Syndromes|Myelodysplastic/Myeloproliferative Neoplasms|Pain|Precancerous Condition|Psychosocial Effects of Cancer and Its Treatment,2006,1,194
Chronic Myocardial Ischemia|Refractory Angina Pectoris|Advanced Coronary Heart Disease,2012,1,300
Chronic Neck Pain,2008,1,226
Chronic Neck Pain,2010,1,234
Chronic Neuromuscular Pain,2015,1,318
Chronic Neuropathic Pain,2005,1,136
Chronic Neuropathic Pain|Post Stroke Pain|Phantom Limb Pain|Spinal Cord Injuries,2017,1,332
Chronic Nociceptive Pain|Neuropathic Pain|Non-cancer Pain,2009,1,251
Chronic Non-cancer Pain,2013,2,284
Chronic Non-malignant Pain,2013,1,284
Chronic Non-malignant Pain,2014,1,328
Chronic Non-Malignant Pain,2005,1,136
Chronic Non-specific Low Back Pain,2007,1,200
Chronic Noncancer Pain,2010,1,234
Chronic Noncancer Pain,2014,1,328
Chronic Nonmalignant and Nonneuropathic Pain,2011,1,283
Chronic Obstructive Pulmonary Disease|Arthritis|Pain,2012,1,300
Chronic Otitis Media,2011,1,283
Chronic Pain,2006,1,194
Chronic Pain,2007,4,200
Chronic Pain,2008,9,226
Chronic Pain,2009,5,251
Chronic Pain,2010,13,234
Chronic Pain,2011,4,283
Chronic Pain,2012,9,300
Chronic Pain,2013,11,284
Chronic Pain,2014,13,328
Chronic Pain,2015,12,318
Chronic Pain,2016,17,316
Chronic Pain,2017,17,332
Chronic Pain,2018,9,279
Chronic Pain,2019,1,8
Chronic Pain and Relapse Prevention,2005,1,136
Chronic Pain in the Trunk and Limbs,2006,1,194
Chronic Pain Syndrome,2017,1,332
Chronic Pain Syndrome|Chronic Daily Headache|Functional Abdominal Pain Syndrome|Musculoskeletal Pain Disorder|CRPS (Complex Regional Pain Syndromes),2018,1,279
"Chronic Pain, Widespread",2018,1,279
Chronic Pain|Abdominal Pain|Headache,2011,1,283
Chronic Pain|Abdominal Pain|Headache,2012,1,300
Chronic Pain|Acute Pain,2014,1,328
Chronic Pain|Acute Pain Due to Trauma|Posttraumatic Stress Disorder,2017,1,332
Chronic Pain|Ankle Fracture Surgery|Regional Anesthesia,2018,1,279
Chronic Pain|Back Pain,2014,1,328
Chronic Pain|Back Pain,2015,1,318
Chronic Pain|Back Pain,2018,1,279
"Chronic Pain|Back Pain Lower Back Chronic|Back Pain, Low",2017,1,332
Chronic Pain|Back Pain|Pain,2017,1,332
Chronic Pain|Cancer Pain|Intractable Pain|Back Pain,2013,1,284
Chronic Pain|Chronic Low Back Pain,2016,1,316
Chronic Pain|Chronic Pain Syndrome|Failed Back Surgery Syndrome,2017,1,332
Chronic Pain|Complex Regional Pain Syndrome|Failed Back Surgery Syndrome,2015,1,318
"Chronic Pain|Compliance, Patient|Chronic Low Back Pain|Knee Pain Chronic",2018,1,279
Chronic Pain|Depression,2015,1,318
Chronic Pain|Depression,2018,1,279
Chronic Pain|Depression|Anxiety|Opioid Use,2017,1,332
Chronic Pain|Depression|PTSD Symptoms|Sleep,2010,1,234
"Chronic Pain|Depression|PTSD|Injuries|Illness, Chronic|Physical Disability",2018,1,279
Chronic Pain|Diabetic Neuropathies|Diabetes Mellitus,2013,1,284
Chronic Pain|Fungal Infection,2015,1,318
Chronic Pain|Gulf War Illness|Chronic Illness,2014,1,328
Chronic Pain|Hemiplegic Shoulder Pain,2018,1,279
Chronic Pain|Low Back Pain,2013,1,284
Chronic Pain|Low Back Pain|Analgesia,2012,1,300
Chronic Pain|Low Back Pain|Radiculopathy|Complex Regional Pain Syndrome (CRPS),2014,1,328
Chronic Pain|Multiple Sclerosis|Amputation|Spinal Cord Injury,2009,1,251
Chronic Pain|Musculoskeletal Pain,2015,1,318
Chronic Pain|Musculoskeletal Pain,2018,2,279
Chronic Pain|Musculoskeletal Pain|Fibromyalgia|Pain Management,2016,1,316
Chronic Pain|Neuralgia|Musculoskeletal Pain|Headache,2013,1,284
Chronic Pain|Obesity|Sedentary Lifestyle,2018,1,279
Chronic Pain|Opiate Dependence,2011,1,283
"Chronic Pain|Opioid Abuse, Unspecified Use",2011,1,283
Chronic Pain|Opioid Addiction,2012,1,300
Chronic Pain|Opioid Addiction|Symptomatic Hypogonadism,2012,1,300
Chronic Pain|Opioid Dependence,2011,1,283
Chronic Pain|Opioid Dependency,2008,1,226
Chronic Pain|Opioid Pain Medication,2016,1,316
Chronic Pain|Opioid Use Disorders,2016,1,316
Chronic Pain|Opioid Use|Deglutition,2018,1,279
Chronic Pain|Opioid Use|Nurse's Role,2016,1,316
Chronic Pain|Opioid-Related Disorders,2014,1,328
Chronic Pain|Osteoarthritis,2008,1,226
Chronic Pain|Osteoarthritis,2011,1,283
